"Time or Position Data [mm, s]",Measured Data [any unit]
0.927999999999997,0.0559810348
0.929000000000002,0.053770997
0.93,0.0398159552
0.930999999999997,0.0262118215
0.932000000000002,0.020778287
0.933,0.0111842949
0.933999999999998,0.0150301952
0.935000000000002,0.0225118538
0.936,0.0266048238
0.936999999999998,0.0256629522
0.938000000000002,0.0267874682
0.939,0.0346276473
0.939999999999998,0.0449784868
0.941000000000003,0.0406730318
0.942,0.0333050811
0.942999999999998,0.0221501461
0.944000000000003,0.0136991103
0.945,0.0152307861
0.945999999999998,0.0517531219
0.947000000000003,0.051665813
0.948,0.0524062393
0.948999999999998,0.0405820312
0.950000000000003,0.0216944471
0.951000000000001,0.0239591823
0.951999999999998,0.0126113369
0.953000000000003,0.0160789257
0.954000000000001,0.0082603524
0.954999999999998,0.0073088948
0.956000000000003,0.0164237573
0.957000000000001,0.0211821881
0.957999999999998,0.0167062059
0.959000000000003,0.021871756
0.960000000000001,0.0389961385
